irradiance,voltage,current,power,temperature,mppt_reference_voltage,efficiency,power_deviation,condition,data_origin
914.374,17.4439,1.0476,18.0861,16.991,18.5373,0.9741,0.0259,Normal,synthetic PV simulation; not hardware measurement
932.56,14.9161,0.987,12.5574,52.093,16.9474,0.7129,0.2871,Soiling/Dust,synthetic PV simulation; not hardware measurement
780.055,17.4246,0.7879,9.7003,44.54,17.2186,0.65,0.35,Soiling/Dust,synthetic PV simulation; not hardware measurement
949.46,16.6147,0.7653,10.3467,43.164,17.3505,0.5657,0.4343,Soiling/Dust,synthetic PV simulation; not hardware measurement
972.765,17.918,0.9502,13.825,22.406,18.3047,0.7066,0.2934,Soiling/Dust,synthetic PV simulation; not hardware measurement
453.377,16.4888,0.438,5.7914,34.096,17.5058,0.6602,0.3398,Soiling/Dust,synthetic PV simulation; not hardware measurement
964.044,18.9825,1.0177,13.9881,27.699,18.0602,0.7292,0.2708,Soiling/Dust,synthetic PV simulation; not hardware measurement
915.19,17.7225,0.9236,15.1211,24.721,18.1858,0.8262,0.1738,Soiling/Dust,synthetic PV simulation; not hardware measurement
1003.69,18.9467,1.042,14.2386,19.403,18.4541,0.7007,0.2993,Soiling/Dust,synthetic PV simulation; not hardware measurement
672.176,16.4439,0.6816,8.9339,16.143,18.4622,0.6573,0.3427,Soiling/Dust,synthetic PV simulation; not hardware measurement
725.844,16.6624,0.6549,9.0065,32.53,17.747,0.6333,0.3667,Soiling/Dust,synthetic PV simulation; not hardware measurement
784.95,17.0069,0.7718,10.8497,15.491,18.5435,0.6807,0.3193,Soiling/Dust,synthetic PV simulation; not hardware measurement
988.041,15.3203,0.9771,13.6701,64.451,16.3982,0.7521,0.2479,Soiling/Dust,synthetic PV simulation; not hardware measurement
602.729,19.1205,0.532,9.0423,14.682,18.4958,0.7413,0.2587,Soiling/Dust,synthetic PV simulation; not hardware measurement
470.734,15.5357,0.4845,6.8418,52.311,16.6903,0.7808,0.2192,Soiling/Dust,synthetic PV simulation; not hardware measurement
433.624,15.7429,0.4845,5.4463,60.032,16.3148,0.6879,0.3121,Soiling/Dust,synthetic PV simulation; not hardware measurement
1006.691,16.6275,0.9907,12.7564,58.282,16.6864,0.679,0.321,Soiling/Dust,synthetic PV simulation; not hardware measurement
907.395,17.1171,0.7361,11.5769,25.828,18.1319,0.6395,0.3605,Soiling/Dust,synthetic PV simulation; not hardware measurement
619.134,16.7734,0.563,8.3288,48.157,16.9809,0.712,0.288,Soiling/Dust,synthetic PV simulation; not hardware measurement
981.477,15.995,1.0128,11.2157,47.865,17.1501,0.5988,0.4012,Soiling/Dust,synthetic PV simulation; not hardware measurement
852.832,15.5614,0.6666,7.3658,52.766,16.8804,0.4588,0.5412,Soiling/Dust,synthetic PV simulation; not hardware measurement
898.056,16.9904,0.8904,10.4171,35.66,17.6801,0.5934,0.4066,Soiling/Dust,synthetic PV simulation; not hardware measurement
802.165,16.5095,0.6584,9.5206,18.467,18.4169,0.5877,0.4123,Soiling/Dust,synthetic PV simulation; not hardware measurement
434.714,15.8313,0.4407,5.6327,15.779,18.324,0.6457,0.3543,Soiling/Dust,synthetic PV simulation; not hardware measurement
764.193,17.046,0.771,11.3363,33.877,17.7066,0.7585,0.2415,Soiling/Dust,synthetic PV simulation; not hardware measurement
833.082,16.0422,0.6443,9.5933,61.963,16.4522,0.6247,0.3753,Soiling/Dust,synthetic PV simulation; not hardware measurement
999.895,18.2459,0.8167,12.7022,16.933,18.5649,0.6245,0.3755,Soiling/Dust,synthetic PV simulation; not hardware measurement
539.232,17.9201,0.5416,7.1091,21.626,18.134,0.6619,0.3381,Soiling/Dust,synthetic PV simulation; not hardware measurement
836.476,17.3669,0.8643,12.5482,16.946,18.5032,0.74,0.26,Soiling/Dust,synthetic PV simulation; not hardware measurement
837.862,16.4433,0.8468,12.8042,64.309,16.3477,0.8334,0.1666,Soiling/Dust,synthetic PV simulation; not hardware measurement
791.541,17.1597,0.7448,9.4901,50.146,16.9694,0.6342,0.3658,Soiling/Dust,synthetic PV simulation; not hardware measurement
783.207,16.3124,0.7087,9.493,34.415,17.6812,0.6201,0.3799,Soiling/Dust,synthetic PV simulation; not hardware measurement
420.069,16.8786,0.3853,5.0779,29.953,17.6745,0.6203,0.3797,Soiling/Dust,synthetic PV simulation; not hardware measurement
715.486,18.0757,0.6432,10.0443,41.095,17.351,0.7297,0.2703,Soiling/Dust,synthetic PV simulation; not hardware measurement
731.522,18.8583,0.7923,14.4751,20.293,18.3076,0.9851,0.0149,Soiling/Dust,synthetic PV simulation; not hardware measurement
465.899,16.1399,0.4724,5.6736,50.751,16.7573,0.6521,0.3479,Soiling/Dust,synthetic PV simulation; not hardware measurement
797.149,16.3826,0.6834,8.6621,56.837,16.6677,0.5832,0.4168,Soiling/Dust,synthetic PV simulation; not hardware measurement
534.945,17.8154,0.4829,6.7777,13.644,18.4945,0.6262,0.3738,Soiling/Dust,synthetic PV simulation; not hardware measurement
811.442,16.9946,0.6188,7.5661,47.06,17.12,0.4896,0.5104,Soiling/Dust,synthetic PV simulation; not hardware measurement
495.816,16.9042,0.4662,6.2962,17.225,18.3116,0.633,0.367,Soiling/Dust,synthetic PV simulation; not hardware measurement
841.774,15.0969,0.7437,8.0147,64.137,16.3575,0.519,0.481,Soiling/Dust,synthetic PV simulation; not hardware measurement
507.042,15.9379,0.4514,6.1635,33.794,17.5651,0.6265,0.3735,Soiling/Dust,synthetic PV simulation; not hardware measurement
576.909,18.3586,0.5804,9.6896,14.741,18.4753,0.8308,0.1692,Soiling/Dust,synthetic PV simulation; not hardware measurement
585.991,16.7312,0.6028,9.2775,48.745,16.9317,0.84,0.16,Soiling/Dust,synthetic PV simulation; not hardware measurement
648.912,16.3458,0.5502,7.5353,64.34,16.2624,0.6368,0.3632,Soiling/Dust,synthetic PV simulation; not hardware measurement
493.38,17.5006,0.4674,7.0875,26.977,17.8649,0.7304,0.2696,Soiling/Dust,synthetic PV simulation; not hardware measurement
953.151,17.2361,0.9585,14.8362,26.102,18.1283,0.7799,0.2201,Soiling/Dust,synthetic PV simulation; not hardware measurement
859.425,15.9227,0.8925,9.892,43.485,17.306,0.5991,0.4009,Soiling/Dust,synthetic PV simulation; not hardware measurement
973.926,17.2255,1.0303,15.4631,46.103,17.2271,0.8289,0.1711,Soiling/Dust,synthetic PV simulation; not hardware measurement
673.684,19.0679,0.6685,10.7732,19.274,18.3205,0.7957,0.2043,Soiling/Dust,synthetic PV simulation; not hardware measurement
891.164,17.0025,0.7704,11.2048,32.614,17.8156,0.6392,0.3608,Soiling/Dust,synthetic PV simulation; not hardware measurement
613.142,16.4365,0.6151,7.56,63.876,16.2605,0.6762,0.3238,Soiling/Dust,synthetic PV simulation; not hardware measurement
859.036,19.7631,0.7123,10.6828,13.551,18.6686,0.6091,0.3909,Soiling/Dust,synthetic PV simulation; not hardware measurement
785.161,16.8342,0.6849,9.8293,17.529,18.4509,0.619,0.381,Soiling/Dust,synthetic PV simulation; not hardware measurement
978.235,18.9316,0.8104,13.8643,24.57,18.2085,0.7076,0.2924,Soiling/Dust,synthetic PV simulation; not hardware measurement
949.32,18.3828,0.939,13.7325,18.204,18.4859,0.7136,0.2864,Soiling/Dust,synthetic PV simulation; not hardware measurement
488.585,16.9817,0.4167,5.7524,32.697,17.6,0.6058,0.3942,Soiling/Dust,synthetic PV simulation; not hardware measurement
745.182,17.9297,0.6418,9.6457,42.024,17.3252,0.6736,0.3264,Soiling/Dust,synthetic PV simulation; not hardware measurement
1000.454,19.7631,0.8571,14.799,13.538,18.7195,0.7224,0.2776,Soiling/Dust,synthetic PV simulation; not hardware measurement
563.158,16.2645,0.4317,4.7469,33.485,17.6111,0.4332,0.5668,Soiling/Dust,synthetic PV simulation; not hardware measurement
709.524,16.4537,0.6642,8.1875,57.279,16.6104,0.6215,0.3785,Soiling/Dust,synthetic PV simulation; not hardware measurement
506.047,16.2662,0.5157,7.0249,14.429,18.4475,0.6879,0.3121,Soiling/Dust,synthetic PV simulation; not hardware measurement
765.486,15.7801,0.7959,11.3985,60.269,16.5051,0.8061,0.1939,Soiling/Dust,synthetic PV simulation; not hardware measurement
616.369,15.9526,0.5262,6.9781,48.091,16.9821,0.5992,0.4008,Soiling/Dust,synthetic PV simulation; not hardware measurement
815.939,17.9085,0.6405,9.0883,20.436,18.3342,0.5535,0.4465,Soiling/Dust,synthetic PV simulation; not hardware measurement
697.862,18.3088,0.6122,10.119,12.313,18.6519,0.7113,0.2887,Soiling/Dust,synthetic PV simulation; not hardware measurement
1047.701,17.5399,1.0225,15.7026,33.64,17.8238,0.7612,0.2388,Soiling/Dust,synthetic PV simulation; not hardware measurement
1011.902,17.7042,0.9615,14.4288,39.618,17.5377,0.7337,0.2663,Soiling/Dust,synthetic PV simulation; not hardware measurement
693.987,17.3451,0.5617,8.9241,54.967,16.7067,0.6893,0.3107,Soiling/Dust,synthetic PV simulation; not hardware measurement
545.919,18.93,0.4286,6.1487,14.229,18.4761,0.5571,0.4429,Soiling/Dust,synthetic PV simulation; not hardware measurement
1026.446,16.634,0.8848,10.3705,57.912,16.7112,0.5407,0.4593,Soiling/Dust,synthetic PV simulation; not hardware measurement
815.52,16.4951,0.9555,13.7291,48.214,17.0695,0.8862,0.1138,Soiling/Dust,synthetic PV simulation; not hardware measurement
1016.182,16.5721,0.9963,11.3562,57.179,16.7405,0.5972,0.4028,Soiling/Dust,synthetic PV simulation; not hardware measurement
983.14,17.8808,0.9,11.5557,28.484,18.0325,0.5914,0.4086,Soiling/Dust,synthetic PV simulation; not hardware measurement
705.696,17.8256,0.7057,10.0065,16.717,18.4558,0.7014,0.2986,Soiling/Dust,synthetic PV simulation; not hardware measurement
1005.835,16.3035,0.9839,13.1871,57.025,16.7433,0.7006,0.2994,Soiling/Dust,synthetic PV simulation; not hardware measurement
965.401,17.6942,0.7982,10.9106,39.466,17.5255,0.5819,0.4181,Soiling/Dust,synthetic PV simulation; not hardware measurement
607.43,15.6696,0.6476,9.5237,55.056,16.6587,0.843,0.157,Soiling/Dust,synthetic PV simulation; not hardware measurement
264.132,16.0436,0.1707,1.0898,63.703,15.9746,0.2304,0.7696,Possible Fault,synthetic PV simulation; not hardware measurement
211.879,17.2636,0.1533,1.4595,44.573,16.7695,0.3699,0.6301,Possible Fault,synthetic PV simulation; not hardware measurement
314.1,12.1021,0.1831,0.5269,41.551,17.0372,0.0888,0.9112,Possible Fault,synthetic PV simulation; not hardware measurement
1043.34,17.7158,0.2452,2.6394,21.457,18.3763,0.1254,0.8746,Possible Fault,synthetic PV simulation; not hardware measurement
988.092,14.9862,0.4256,1.3908,55.214,16.8185,0.0749,0.9251,Possible Fault,synthetic PV simulation; not hardware measurement
1021.256,11.8196,0.9084,6.1063,27.926,18.0733,0.3003,0.6997,Possible Fault,synthetic PV simulation; not hardware measurement
245.033,11.7091,0.2076,1.4501,38.554,17.0938,0.3127,0.6873,Possible Fault,synthetic PV simulation; not hardware measurement
250.943,17.6103,0.2005,1.2328,58.141,16.208,0.2711,0.7289,Possible Fault,synthetic PV simulation; not hardware measurement
968.128,13.7125,0.7817,3.6037,28.324,18.0335,0.1873,0.8127,Possible Fault,synthetic PV simulation; not hardware measurement
907.065,12.2055,0.7933,6.8201,15.857,18.5857,0.3695,0.6305,Possible Fault,synthetic PV simulation; not hardware measurement
636.962,15.0353,0.3874,1.6499,46.609,17.0631,0.1366,0.8634,Possible Fault,synthetic PV simulation; not hardware measurement
921.394,11.9247,0.3553,0.641,20.215,18.3936,0.0345,0.9655,Possible Fault,synthetic PV simulation; not hardware measurement
1020.143,8.955,0.5245,2.9295,52.96,16.934,0.152,0.848,Possible Fault,synthetic PV simulation; not hardware measurement
767.49,11.5216,0.571,3.2681,50.429,16.9544,0.2255,0.7745,Possible Fault,synthetic PV simulation; not hardware measurement
431.994,9.4289,0.2567,0.4205,49.852,16.7778,0.0521,0.9479,Possible Fault,synthetic PV simulation; not hardware measurement
941.878,16.2923,0.5182,4.2161,16.393,18.5651,0.2201,0.7799,Possible Fault,synthetic PV simulation; not hardware measurement
327.254,10.1935,0.1222,0.1947,59.267,16.245,0.0327,0.9673,Possible Fault,synthetic PV simulation; not hardware measurement
861.103,8.9477,0.4933,1.0078,43.357,17.3127,0.0609,0.9391,Possible Fault,synthetic PV simulation; not hardware measurement
846.584,18.6913,0.5207,6.8511,17.91,18.4642,0.3999,0.6001,Possible Fault,synthetic PV simulation; not hardware measurement
433.684,11.3559,0.1986,0.6217,26.566,17.8311,0.073,0.927,Possible Fault,synthetic PV simulation; not hardware measurement
389.758,11.1392,0.2012,0.3956,64.958,16.0564,0.0564,0.9436,Possible Fault,synthetic PV simulation; not hardware measurement
923.008,13.593,0.3311,2.3436,37.596,17.6031,0.1303,0.8697,Possible Fault,synthetic PV simulation; not hardware measurement
668.891,9.4581,0.4105,2.949,61.062,16.4141,0.2398,0.7602,Possible Fault,synthetic PV simulation; not hardware measurement
893.212,14.3595,0.3978,2.0987,26.597,18.0905,0.118,0.882,Possible Fault,synthetic PV simulation; not hardware measurement
798.052,16.1828,0.5556,5.7921,17.365,18.465,0.3586,0.6414,Possible Fault,synthetic PV simulation; not hardware measurement
993.012,11.7687,0.7402,5.3397,63.837,16.4282,0.2919,0.7081,Possible Fault,synthetic PV simulation; not hardware measurement
892.372,15.6354,0.7015,3.8207,48.587,17.0891,0.2251,0.7749,Possible Fault,synthetic PV simulation; not hardware measurement
764.139,18.9892,0.3133,2.5867,12.188,18.683,0.1657,0.8343,Possible Fault,synthetic PV simulation; not hardware measurement
970.41,15.0875,0.6334,5.7652,20.079,18.4096,0.294,0.706,Possible Fault,synthetic PV simulation; not hardware measurement
951.939,14.4218,0.4883,1.9272,28.442,18.0213,0.1019,0.8981,Possible Fault,synthetic PV simulation; not hardware measurement
216.663,10.2051,0.0892,0.6748,23.622,17.7262,0.1598,0.8402,Possible Fault,synthetic PV simulation; not hardware measurement
690.541,14.0603,0.2717,0.9487,58.984,16.5217,0.0743,0.9257,Possible Fault,synthetic PV simulation; not hardware measurement
238.37,13.5006,0.1167,0.381,35.552,17.2198,0.084,0.916,Possible Fault,synthetic PV simulation; not hardware measurement
617.119,18.0461,0.2547,2.5504,12.268,18.6154,0.2032,0.7968,Possible Fault,synthetic PV simulation; not hardware measurement
779.195,15.3159,0.1957,1.15,44.489,17.2205,0.0771,0.9229,Possible Fault,synthetic PV simulation; not hardware measurement
907.943,13.4247,0.1851,1.2774,24.808,18.1786,0.0704,0.9296,Possible Fault,synthetic PV simulation; not hardware measurement
975.181,17.5507,0.406,2.9653,54.534,16.8441,0.1617,0.8383,Possible Fault,synthetic PV simulation; not hardware measurement
677.96,15.3927,0.2786,0.7149,51.003,16.8778,0.0561,0.9439,Possible Fault,synthetic PV simulation; not hardware measurement
1012.689,14.6067,0.6496,5.2442,62.586,16.4931,0.2802,0.7198,Possible Fault,synthetic PV simulation; not hardware measurement
876.826,10.0692,0.3161,0.9501,45.728,17.2121,0.0567,0.9433,Possible Fault,synthetic PV simulation; not hardware measurement
836.547,8.7911,0.6155,1.4283,59.847,16.5502,0.0922,0.9078,Possible Fault,synthetic PV simulation; not hardware measurement
400.879,15.9221,0.2485,2.5421,41.86,17.1121,0.3341,0.6659,Possible Fault,synthetic PV simulation; not hardware measurement
958.689,13.485,0.423,3.6328,12.612,18.7444,0.1849,0.8151,Possible Fault,synthetic PV simulation; not hardware measurement
726.422,9.3273,0.2212,0.7184,27.594,17.9722,0.05,0.95,Possible Fault,synthetic PV simulation; not hardware measurement
789.506,12.3191,0.3078,0.7796,30.492,17.863,0.0501,0.9499,Possible Fault,synthetic PV simulation; not hardware measurement
596.864,10.66,0.395,3.2223,16.136,18.4255,0.2676,0.7324,Possible Fault,synthetic PV simulation; not hardware measurement
339.955,14.7895,0.1212,0.9198,43.808,16.9664,0.1436,0.8564,Possible Fault,synthetic PV simulation; not hardware measurement
791.947,10.6907,0.5921,1.4484,37.409,17.5494,0.0941,0.9059,Possible Fault,synthetic PV simulation; not hardware measurement
256.739,15.9708,0.082,0.4395,32.057,17.3992,0.0891,0.9109,Possible Fault,synthetic PV simulation; not hardware measurement
328.495,9.6735,0.2669,0.8593,42.89,16.9944,0.1387,0.8613,Possible Fault,synthetic PV simulation; not hardware measurement
995.671,15.022,0.4358,4.3049,52.241,16.9568,0.2287,0.7713,Possible Fault,synthetic PV simulation; not hardware measurement
461.726,11.296,0.448,3.9172,40.071,17.2407,0.4439,0.5561,Possible Fault,synthetic PV simulation; not hardware measurement
732.335,15.284,0.5684,4.8768,57.173,16.6281,0.3583,0.6417,Possible Fault,synthetic PV simulation; not hardware measurement
353.965,16.0884,0.2565,2.965,26.558,17.7706,0.4283,0.5717,Possible Fault,synthetic PV simulation; not hardware measurement
1025.175,18.1735,0.5852,7.36,23.34,18.2835,0.3572,0.6428,Possible Fault,synthetic PV simulation; not hardware measurement
686.028,16.0951,0.2566,0.8827,50.855,16.8893,0.0684,0.9316,Possible Fault,synthetic PV simulation; not hardware measurement
739.745,10.4254,0.2934,0.5325,37.838,17.5129,0.0371,0.9629,Possible Fault,synthetic PV simulation; not hardware measurement
743.386,11.6052,0.2182,1.3114,51.921,16.8734,0.0938,0.9062,Possible Fault,synthetic PV simulation; not hardware measurement
904.995,16.5379,0.5137,1.5478,27.372,18.0606,0.086,0.914,Possible Fault,synthetic PV simulation; not hardware measurement
361.722,15.2446,0.3433,2.8005,23.072,17.9276,0.3929,0.6071,Possible Fault,synthetic PV simulation; not hardware measurement
555.285,10.8308,0.4282,1.351,55.452,16.6041,0.1312,0.8688,Possible Fault,synthetic PV simulation; not hardware measurement
996.53,9.6951,0.8659,5.463,43.504,17.3546,0.2845,0.7155,Possible Fault,synthetic PV simulation; not hardware measurement
664.762,15.3942,0.5878,7.2527,39.586,17.3898,0.5661,0.4339,Possible Fault,synthetic PV simulation; not hardware measurement
1034.308,13.821,0.2691,1.4124,32.406,17.8747,0.0692,0.9308,Possible Fault,synthetic PV simulation; not hardware measurement
473.257,10.2526,0.3109,1.7626,15.047,18.392,0.185,0.815,Possible Fault,synthetic PV simulation; not hardware measurement
679.565,12.7432,0.5941,4.6531,62.49,16.3555,0.3735,0.6265,Possible Fault,synthetic PV simulation; not hardware measurement
935.088,15.2861,0.3111,3.5915,62.657,16.4676,0.2082,0.7918,Possible Fault,synthetic PV simulation; not hardware measurement
183.495,14.7145,0.0661,0.6871,56.441,16.1778,0.2072,0.7928,Possible Fault,synthetic PV simulation; not hardware measurement
493.682,16.0307,0.2123,1.9934,29.816,17.7356,0.2065,0.7935,Possible Fault,synthetic PV simulation; not hardware measurement
629.96,14.7172,0.3267,3.1217,46.448,17.0659,0.2612,0.7388,Possible Fault,synthetic PV simulation; not hardware measurement
224.378,14.5016,0.0744,0.7412,55.054,16.3135,0.1814,0.8186,Possible Fault,synthetic PV simulation; not hardware measurement
302.896,17.2312,0.2744,0.8339,24.981,17.7791,0.1407,0.8593,Possible Fault,synthetic PV simulation; not hardware measurement
690.172,16.3006,0.1735,1.2058,57.583,16.5853,0.0942,0.9058,Possible Fault,synthetic PV simulation; not hardware measurement
375.031,13.2107,0.1936,1.5739,44.43,16.9677,0.2226,0.7774,Possible Fault,synthetic PV simulation; not hardware measurement
195.346,17.5724,0.0827,0.5462,20.395,17.8424,0.1428,0.8572,Possible Fault,synthetic PV simulation; not hardware measurement
617.95,16.3513,0.2339,2.2996,36.485,17.5122,0.1921,0.8079,Possible Fault,synthetic PV simulation; not hardware measurement
469.391,19.0041,0.1289,1.7738,17.697,18.2678,0.1888,0.8112,Possible Fault,synthetic PV simulation; not hardware measurement
304.917,9.9624,0.1894,0.6525,46.159,16.8251,0.1144,0.8856,Possible Fault,synthetic PV simulation; not hardware measurement
212.699,16.5005,0.1975,1.8611,64.166,15.8748,0.4914,0.5086,Possible Fault,synthetic PV simulation; not hardware measurement
198.095,12.9303,0.1314,0.7296,47.888,16.5904,0.1995,0.8005,Possible Fault,synthetic PV simulation; not hardware measurement
1043.583,11.3506,0.4497,1.2724,64.319,16.4264,0.0662,0.9338,Possible Fault,synthetic PV simulation; not hardware measurement
237.831,16.2284,0.1571,1.503,24.241,17.736,0.3241,0.6759,Possible Fault,synthetic PV simulation; not hardware measurement
322.828,12.2272,0.1418,1.0714,51.621,16.5886,0.1794,0.8206,Possible Fault,synthetic PV simulation; not hardware measurement
223.731,17.7023,0.0931,0.3771,30.771,17.4125,0.0877,0.9123,Possible Fault,synthetic PV simulation; not hardware measurement
991.768,15.3999,0.6001,4.1199,48.431,17.1285,0.2179,0.7821,Possible Fault,synthetic PV simulation; not hardware measurement
500.128,13.2962,0.2352,1.8392,31.929,17.6446,0.1888,0.8112,Possible Fault,synthetic PV simulation; not hardware measurement
924.363,12.3441,0.8558,6.0098,52.076,16.9446,0.3442,0.6558,Possible Fault,synthetic PV simulation; not hardware measurement
215.431,9.3484,0.0933,0.5392,56.08,16.2499,0.1379,0.8621,Possible Fault,synthetic PV simulation; not hardware measurement
185.268,9.6431,0.1141,0.4954,26.333,17.5492,0.1384,0.8616,Possible Fault,synthetic PV simulation; not hardware measurement
239.634,17.2698,0.1431,1.1241,14.562,18.1704,0.2359,0.7641,Possible Fault,synthetic PV simulation; not hardware measurement
929.484,18.31,0.6789,8.7336,18.589,18.4712,0.4641,0.5359,Possible Fault,synthetic PV simulation; not hardware measurement
502.101,9.5863,0.2503,1.5457,38.549,17.3442,0.1603,0.8397,Possible Fault,synthetic PV simulation; not hardware measurement
670.339,12.3905,0.474,4.49,46.973,17.0568,0.353,0.647,Possible Fault,synthetic PV simulation; not hardware measurement
765.501,17.7363,0.3209,3.5813,19.39,18.3559,0.2323,0.7677,Possible Fault,synthetic PV simulation; not hardware measurement
275.645,13.8841,0.1863,1.1188,30.015,17.5215,0.2101,0.7899,Possible Fault,synthetic PV simulation; not hardware measurement
639.733,15.6152,0.3192,0.9575,40.485,17.3439,0.0779,0.9221,Possible Fault,synthetic PV simulation; not hardware measurement
973.302,16.1372,0.6675,6.9157,63.347,16.4423,0.3854,0.6146,Possible Fault,synthetic PV simulation; not hardware measurement
975.696,15.5731,0.2067,2.2723,51.945,16.9621,0.1231,0.8769,Possible Fault,synthetic PV simulation; not hardware measurement
898.134,19.1648,0.203,2.4592,32.476,17.8251,0.1391,0.8609,Possible Fault,synthetic PV simulation; not hardware measurement
857.905,18.0393,0.3436,2.5786,18.098,18.461,0.1485,0.8515,Possible Fault,synthetic PV simulation; not hardware measurement
394.088,14.2709,0.2169,2.3676,57.743,16.3803,0.328,0.672,Possible Fault,synthetic PV simulation; not hardware measurement
268.218,15.6496,0.1949,0.5496,22.651,17.8468,0.1045,0.8955,Possible Fault,synthetic PV simulation; not hardware measurement
599.409,19.8732,0.2504,1.3052,12.398,18.5976,0.1071,0.8929,Possible Fault,synthetic PV simulation; not hardware measurement
352.891,18.7756,0.2698,1.1867,26.255,17.7832,0.1718,0.8282,Possible Fault,synthetic PV simulation; not hardware measurement
246.337,15.3096,0.0629,0.34,51.785,16.491,0.0751,0.9249,Possible Fault,synthetic PV simulation; not hardware measurement
857.359,10.768,0.3525,0.997,17.907,18.4694,0.0574,0.9426,Possible Fault,synthetic PV simulation; not hardware measurement
782.623,9.3295,0.52,1.7812,56.178,16.6902,0.122,0.878,Possible Fault,synthetic PV simulation; not hardware measurement
895.617,16.2203,0.4351,1.4496,15.541,18.5949,0.0795,0.9205,Possible Fault,synthetic PV simulation; not hardware measurement
1049.946,10.9395,0.8681,5.7217,38.426,17.6069,0.2795,0.7205,Possible Fault,synthetic PV simulation; not hardware measurement
362.288,12.0099,0.2808,0.964,13.712,18.3553,0.1325,0.8675,Possible Fault,synthetic PV simulation; not hardware measurement
994.149,13.3219,0.8191,5.4924,39.779,17.5232,0.2845,0.7155,Possible Fault,synthetic PV simulation; not hardware measurement
858.563,14.3961,0.7274,7.1221,17.94,18.4685,0.4098,0.5902,Possible Fault,synthetic PV simulation; not hardware measurement
259.467,11.6664,0.1262,0.4589,17.774,18.0561,0.0894,0.9106,Possible Fault,synthetic PV simulation; not hardware measurement
690.152,9.48,0.3403,2.1108,59.173,16.5129,0.1655,0.8345,Possible Fault,synthetic PV simulation; not hardware measurement
707.988,18.4413,0.2507,0.9271,56.702,16.6358,0.0704,0.9296,Possible Fault,synthetic PV simulation; not hardware measurement
236.223,9.8821,0.0779,0.6053,26.914,17.611,0.1322,0.8678,Possible Fault,synthetic PV simulation; not hardware measurement
968.387,11.4375,0.3948,3.0591,18.434,18.4836,0.1558,0.8442,Possible Fault,synthetic PV simulation; not hardware measurement
752.348,10.1657,0.2675,1.2128,47.783,17.0668,0.0849,0.9151,Possible Fault,synthetic PV simulation; not hardware measurement
659.855,14.1242,0.4585,3.8585,19.152,18.3176,0.291,0.709,Possible Fault,synthetic PV simulation; not hardware measurement
1011.322,9.4694,0.483,2.3498,40.599,17.4928,0.1198,0.8802,Possible Fault,synthetic PV simulation; not hardware measurement
1000.059,20.0729,0.2176,3.2511,18.477,18.4947,0.1603,0.8397,Possible Fault,synthetic PV simulation; not hardware measurement
212.213,11.2921,0.0855,0.6955,42.932,16.8452,0.1753,0.8247,Possible Fault,synthetic PV simulation; not hardware measurement
192.198,10.4165,0.1021,0.8024,25.184,17.6167,0.2154,0.7846,Possible Fault,synthetic PV simulation; not hardware measurement
435.333,17.736,0.2702,2.2722,53.255,16.6257,0.2815,0.7185,Possible Fault,synthetic PV simulation; not hardware measurement
875.449,18.0158,0.5478,1.7138,27.781,18.0285,0.0986,0.9014,Possible Fault,synthetic PV simulation; not hardware measurement
619.113,18.6049,0.4462,3.2901,13.199,18.5743,0.2617,0.7383,Possible Fault,synthetic PV simulation; not hardware measurement
655.229,11.0932,0.3431,0.9689,23.16,18.1322,0.0742,0.9258,Possible Fault,synthetic PV simulation; not hardware measurement
592.293,9.5354,0.273,0.6398,48.76,16.9354,0.0573,0.9427,Possible Fault,synthetic PV simulation; not hardware measurement
929.824,17.0985,0.5975,6.2801,34.046,17.7678,0.3441,0.6559,Possible Fault,synthetic PV simulation; not hardware measurement
374.639,16.8618,0.0887,0.9378,63.329,16.1146,0.1386,0.8614,Possible Fault,synthetic PV simulation; not hardware measurement
827.375,18.2826,0.5664,4.9658,47.811,17.0937,0.3156,0.6844,Possible Fault,synthetic PV simulation; not hardware measurement
508.867,17.2596,0.4487,5.9986,22.946,18.0613,0.5941,0.4059,Possible Fault,synthetic PV simulation; not hardware measurement
686.017,11.9813,0.6221,2.3587,56.253,16.6434,0.1849,0.8151,Possible Fault,synthetic PV simulation; not hardware measurement
406.521,17.1056,0.114,0.4413,63.864,16.1136,0.0601,0.9399,Possible Fault,synthetic PV simulation; not hardware measurement
605.377,18.812,0.2596,1.4437,12.58,18.5933,0.1174,0.8826,Possible Fault,synthetic PV simulation; not hardware measurement
426.661,10.0303,0.3744,2.9506,48.306,16.8433,0.369,0.631,Possible Fault,synthetic PV simulation; not hardware measurement
357.618,14.5897,0.2789,2.6909,12.221,18.4181,0.3737,0.6263,Possible Fault,synthetic PV simulation; not hardware measurement
437.69,12.8476,0.1952,1.0817,35.558,17.4248,0.1282,0.8718,Possible Fault,synthetic PV simulation; not hardware measurement
204.35,9.2136,0.1001,0.6455,53.914,16.3274,0.1733,0.8267,Possible Fault,synthetic PV simulation; not hardware measurement
598.635,15.8468,0.5225,1.7549,39.323,17.3699,0.1523,0.8477,Possible Fault,synthetic PV simulation; not hardware measurement
735.371,9.4914,0.5032,2.743,29.512,17.8898,0.1892,0.8108,Possible Fault,synthetic PV simulation; not hardware measurement
1041.744,17.2013,0.3048,2.6497,42.785,17.4054,0.1317,0.8683,Possible Fault,synthetic PV simulation; not hardware measurement
